,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
683,CONFIRMED,1.7963209530000002,0.015,1.9139,210.9,0.013229,2.2692,1.2,0.0268,89.88,1367.0,827.82,7.288,22.1,5576.0,4.503,-0.36,0.829,0.8
684,CONFIRMED,3.468073,0.143,2.361,243.9,0.014244999999999999,2.26077,1.29,0.0416,89.28,1098.0,343.57,11.29,20.6,5576.0,4.503,-0.36,0.829,0.8
685,CONFIRMED,5.9142668,0.04,2.661,253.2,0.014481,2.76282,1.31,0.0594,89.87,919.0,168.51,17.223,17.4,5576.0,4.503,-0.36,0.829,0.8
686,CONFIRMED,14.00640392,0.568,4.6919,716.4,0.025312,0.71331,3.11,0.1126,88.33,807.0,100.09,19.48,109.3,5788.0,4.323,0.0,1.124,0.969
687,CONFIRMED,3.5465318089999998,0.633,2.2746,442.7,0.02022,1.31379,2.18,0.0469,86.2,1212.0,510.26,9.56,26.4,5993.0,4.489,0.07,0.986,1.093
688,CONFIRMED,5.70070626,0.664,1.6408,379.8,0.018897,5.04029,2.03,0.0644,88.15,1035.0,270.62,20.53,15.2,5993.0,4.489,0.07,0.986,1.093
689,CONFIRMED,20.8341497,0.269,4.522,803.1,0.025636000000000003,1.8434099999999998,2.26,0.1389,89.56,563.0,23.82,34.84,26.2,5296.0,4.538,-0.1,0.808,0.821
690,CONFIRMED,7.0556584,0.301,3.0479,705.6,0.024103,1.97547,2.13,0.0675,89.0,808.0,100.88,17.32,32.1,5296.0,4.538,-0.1,0.808,0.821
691,CONFIRMED,10.47548084,0.664,2.3024,1070.7,0.031572,3.56808,2.11,0.0811,88.61,540.0,20.15,27.5,40.3,4463.0,4.677,-0.24,0.611,0.662
692,CONFIRMED,22.92886314,0.805,2.0831,908.9,0.03117,5.72734,2.08,0.1367,89.15,416.0,7.09,54.2,21.3,4463.0,4.677,-0.24,0.611,0.662
693,CONFIRMED,77.4740991,0.758,4.168,1543.6,0.039418,3.2492799999999997,2.63,0.3078,89.57,277.0,1.4,101.0,27.5,4463.0,4.677,-0.24,0.611,0.662
694,CANDIDATE,345.1589354,0.87,7.5646,5087.9,0.076581,1.71206,7.79,0.9746,89.77,241.0,0.8,220.9,197.9,5597.0,4.515,0.28,0.931,1.032
695,CONFIRMED,6.88595222,0.953,4.148,428.5,0.024611,0.045860000000000005,2.68,0.0685,78.69,946.0,189.35,4.86,34.5,5616.0,4.394,-0.02,0.999,0.903
696,CANDIDATE,99.6442783,0.966,5.1772,3215.6,0.076417,0.6459699999999999,8.48,0.4283,89.21,415.0,6.98,69.73,163.2,6102.0,4.447,-0.08,1.016,1.049
697,FALSE POSITIVE,3.125814002,0.506,1.7895,238.8,0.014603999999999999,3.14445,1.88,0.0436,87.53,1460.0,1073.04,11.75,32.0,6358.0,4.346,-0.1,1.181,1.125
698,CONFIRMED,5.6606694289999995,0.477,4.6483,737.8,0.025330000000000002,0.35934,3.24,0.0606,86.77,1115.0,365.53,8.47,201.1,5746.0,4.266,-0.08,1.173,0.927
699,FALSE POSITIVE,10.80487163,0.207,2.7215,292.7,0.015724000000000002,4.449319999999999,1.71,0.098,89.61,857.0,127.84,30.17,27.4,6092.0,4.471,-0.06,0.998,1.074
700,CONFIRMED,13.71938426,0.022,5.5677,316.4,0.016377000000000003,0.7044199999999999,1.98,0.1174,89.93,864.0,131.94,19.137,48.3,6387.0,4.41,-0.12,1.105,1.145
701,CONFIRMED,29.2214959,0.779,4.014,394.0,0.019962,1.0861299999999998,1.81,0.1723,88.78,539.0,20.03,36.6,14.6,5576.0,4.503,-0.36,0.829,0.8
702,CONFIRMED,44.8520997,0.807,3.5729,780.8,0.028610000000000003,2.15312,3.35,0.2409,89.24,513.0,16.35,61.2,33.0,5514.0,4.345,0.16,1.071,0.926
703,CONFIRMED,20.34237838,0.826,2.3351,564.6,0.024633000000000002,3.01493,2.88,0.1422,88.83,667.0,46.93,40.4,28.7,5514.0,4.345,0.16,1.071,0.926
704,CONFIRMED,118.3786735,0.011,9.5574,1083.3,0.029761000000000003,1.24871,3.4,0.4596,89.99,376.0,4.75,97.44,83.1,5657.0,4.364,0.0,1.046,0.921
705,CONFIRMED,23.58444746,0.711,5.5545,429.2,0.020294,0.45557,3.0,0.1583,88.28,730.0,66.96,23.75,42.8,5655.0,4.152,0.0,1.354,0.947
706,CONFIRMED,11.97884409,0.073,3.751,707.9,0.023868,2.0403700000000002,2.11,0.096,89.83,678.0,49.87,24.92,27.8,5296.0,4.538,-0.1,0.808,0.821
707,CONFIRMED,3.71545593,0.327,2.558,331.7,0.016569999999999998,1.67835,1.46,0.044,88.25,1001.0,237.42,10.7,19.6,5296.0,4.538,-0.1,0.808,0.821
708,CONFIRMED,2.58083264,0.16,2.1729,270.2,0.014804,2.14949,1.31,0.0345,89.0,1130.0,386.18,9.11,17.5,5296.0,4.538,-0.1,0.808,0.821
709,FALSE POSITIVE,1.487084251,0.678,1.3233,295.7,0.016766,2.40627,1.6,0.0255,84.06,1462.0,1076.29,6.55,17.9,5650.0,4.551,0.07,0.876,0.993
710,CONFIRMED,19.25404023,0.548,4.6509,987.7,0.029606999999999998,1.0701,3.04,0.1424,88.86,657.0,44.17,27.58,50.7,5798.0,4.507,0.1,0.941,1.038
711,CONFIRMED,15.0549356,0.321,4.801,256.4,0.014644999999999998,1.02421,1.6,0.1154,89.2,729.0,66.72,23.07,16.6,5616.0,4.394,-0.02,0.999,0.903
712,CONFIRMED,2.92721119,0.043,2.545,170.2,0.011806,1.55719,1.29,0.0387,89.72,1258.0,593.23,8.902,18.0,5616.0,4.394,-0.02,0.999,0.903
713,CONFIRMED,38.2856338,0.115,6.512,322.8,0.01626,1.2039799999999998,1.77,0.2149,89.85,534.0,19.24,45.4,15.0,5616.0,4.394,-0.02,0.999,0.903
714,CONFIRMED,19.80787763,0.054,3.453,616.3,0.022635,4.32351,2.08,0.1399,89.93,624.0,35.89,44.76,20.1,5775.0,4.558,-0.22,0.84,0.934
715,CONFIRMED,2.343230566,0.047,2.0424,246.5,0.013859999999999999,2.42571,1.18,0.0315,89.7,1054.0,292.31,8.896,23.9,4798.0,4.533,0.16,0.782,0.761
716,CANDIDATE,19.03723442,0.033,3.3882,401.3,0.018189,4.35188,5.74,0.1404,89.96,1051.0,288.04,43.69,25.3,5248.0,3.523,-0.58,2.892,1.017
717,FALSE POSITIVE,2.73987398,0.703,4.15886,20632.0,0.14114100000000002,0.24636,34.83,0.0419,81.22,2113.0,4705.3,4.6067,1454.3,6520.0,3.844,-0.32,2.26,1.3
718,FALSE POSITIVE,5.8018806529999996,0.773,4.2608,41924.0,0.208621,0.5149600000000001,19.91,0.0626,85.44,964.0,203.62,9.713,396.8,5845.0,4.541,-0.16,0.874,0.968
719,FALSE POSITIVE,85.34092607,12.773,10.6141,51746.0,12.009302,9.15013,1177.65,0.3768,85.18,409.0,6.61,152.2,898.4,6004.0,4.522,-0.26,0.898,0.978
720,FALSE POSITIVE,0.7820457340000001,1.244,1.7945,16185.0,0.41463,0.53984,45.05,0.0169,61.34,2070.0,4332.1,2.59,272.3,6113.0,4.463,-0.12,0.995,1.044
721,CANDIDATE,0.576078683,1.113,1.63253,10085.0,0.260658,0.43961999999999996,23.23,0.0131,55.71,1982.0,3647.63,1.976,426.0,5693.0,4.57,-0.24,0.816,0.911
722,CONFIRMED,10.1171684,0.296,4.6677,288.7,0.015702,0.77147,3.07,0.1024,88.95,1163.0,433.41,16.1,50.6,6306.0,4.077,0.24,1.792,1.399
723,CONFIRMED,19.12947603,0.861,3.9622,451.2,0.022649000000000002,0.43831000000000003,4.23,0.1439,87.58,817.0,105.25,20.4,31.7,5372.0,4.007,0.46,1.71,1.084
724,CONFIRMED,83.5781976,0.544,7.2487,630.8,0.023697,1.20698,6.63,0.4256,89.59,655.0,43.62,76.4,54.9,6056.0,3.7880000000000003,0.26,2.562,1.468
725,CONFIRMED,6.1469956,0.083,3.3153,249.6,0.014447,1.4741600000000001,2.04,0.0695,89.67,1164.0,433.72,14.33,25.8,6110.0,4.285,0.16,1.296,1.185
726,FALSE POSITIVE,0.522457732,0.967,0.8907,143.8,0.014601,0.33771,1.52,0.0125,55.24,2308.0,6715.55,1.695,48.2,5991.0,4.459,-0.26,0.954,0.956
727,CONFIRMED,54.1558384,0.927,4.432,1109.8,0.03773,0.5312399999999999,3.88,0.2838,88.78,466.0,11.12,43.5,29.1,5798.0,4.507,0.1,0.941,1.038
728,CONFIRMED,3.5484654460000002,0.075,4.56904,7251.5,0.07827200000000001,0.3962,14.92,0.05,89.33,1640.0,1708.28,6.4128,2486.5,6290.0,4.074,0.04,1.746,1.319
729,CONFIRMED,11.1199028,0.72,3.3759,636.3,0.024835,0.94776,2.08,0.0911,87.75,649.0,42.07,18.37,100.3,5078.0,4.581,0.0,0.766,0.816
730,CONFIRMED,0.567856484,0.324,1.0258,334.8,0.016679,4.12097,1.55,0.0125,85.49,1848.0,2760.23,4.126,53.8,5073.0,4.4830000000000005,0.14,0.853,0.806
731,FALSE POSITIVE,251.0597249,1.264,5.1095,7419.8,0.372668,2.4336599999999997,44.2,0.7637,89.64,301.0,1.93,200.9,110.3,5714.0,4.34,0.0,1.086,0.94
732,FALSE POSITIVE,11.70219638,1.166,2.6658,639.7,0.194118,0.09002,16.15,0.0951,82.27,719.0,63.16,8.67,41.3,5758.0,4.596,-0.52,0.762,0.848
733,CONFIRMED,40.7150498,0.638,8.587,563.9,0.022834,0.27742,2.2,0.2293,88.74,516.0,16.76,29.0,56.4,5968.0,4.534,-0.26,0.881,0.97
734,CONFIRMED,10.44635944,0.967,2.749,354.2,0.022657,0.15972999999999998,2.18,0.0926,84.3,812.0,102.77,9.73,34.4,5968.0,4.534,-0.26,0.881,0.97
735,CONFIRMED,2.508553286,0.009,2.2664,211.6,0.013262000000000001,1.9036099999999998,1.28,0.0355,89.94,1278.0,629.8,8.587,26.8,5814.0,4.523,-0.18,0.881,0.944
736,CONFIRMED,13.75129636,0.359,3.853,348.5,0.017230000000000002,1.7510400000000002,1.66,0.1103,89.21,725.0,65.24,25.96,24.6,5814.0,4.523,-0.18,0.881,0.944
737,FALSE POSITIVE,0.8857474559999999,1.205,4.4788,895.2,0.237819,0.05185,269.98,0.0248,21.05,4958.0,142553.16,1.291,203.6,5487.0,2.8160000000000003,-0.5,10.396,2.581
738,FALSE POSITIVE,3.611541977,1.254,8.6068,2972.3,0.32055900000000004,0.009040000000000001,28.07,0.0419,47.04,1005.0,240.29,1.84,167.1,5203.0,4.504,-0.2,0.802,0.75
739,CONFIRMED,8.041347775,0.26,2.6332,591.0,0.02196,3.5914900000000003,1.29,0.0648,89.36,507.0,15.59,23.07,77.5,3980.0,4.7219999999999995,-0.2,0.54,0.56
740,FALSE POSITIVE,5.082722475,0.019,5.9139,1974.1,0.040316000000000005,0.23596,4.4,0.058,89.84,1059.0,296.94,6.856,95.5,5780.0,4.438,0.0,1.0,1.0
741,CANDIDATE,78.9257421,0.359,7.5193,17972.0,0.123557,1.88933,11.9,0.3578,89.76,398.0,5.94,85.4,85.2,5750.0,4.538,-0.04,0.882,0.98
742,FALSE POSITIVE,9.991625291,1.256,3.8552,3450.5,0.325317,0.11619000000000002,38.93,0.0894,81.5,907.0,160.14,8.496,220.3,5874.0,4.338,-0.12,1.096,0.954
743,CONFIRMED,8.57504983,0.129,8.653,160.6,0.01127,0.11369000000000001,4.26,0.0888,89.03,1374.0,841.68,7.617,36.9,4986.0,3.4619999999999997,-0.04,3.464,1.268
744,CANDIDATE,6.84639884,0.9,3.4919,149.7,0.013285,0.14035,1.9,0.0732,82.65,1132.0,387.84,7.03,36.3,6065.0,4.251,0.07,1.31,1.115
745,CANDIDATE,7.64970832,0.898,6.625,55.4,0.00812,0.023180000000000003,1.43,0.0822,77.52,1144.0,404.99,4.15,28.5,5855.0,4.125,0.4,1.613,1.266
747,CONFIRMED,10.30401132,0.017,4.2246,316.1,0.016083,1.21036,1.84,0.0903,89.95,849.0,122.98,18.939,53.8,5657.0,4.364,0.0,1.046,0.921
748,FALSE POSITIVE,2.171827838,1.323,3.2205,42086.0,0.601913,0.46165,58.56,0.0322,74.22,1311.0,698.31,4.86,300.6,5650.0,4.513,-0.02,0.891,0.944
749,CANDIDATE,3.0161820130000003,0.732,2.8349,222.5,0.014736,0.40066999999999997,2.25,0.0408,82.72,1449.0,1044.49,5.78,31.9,5611.0,4.144,0.16,1.4,0.995
750,CONFIRMED,6.8833761,0.075,2.2702,458.4,0.019546,5.220619999999999,1.69,0.0678,89.82,857.0,127.67,23.559,28.1,5679.0,4.581,-0.32,0.794,0.886
751,FALSE POSITIVE,0.833980196,0.547,1.756,261.2,0.015277,0.88365,1.45,0.017,80.13,1816.0,2562.78,3.19,56.9,5747.0,4.53,-0.14,0.871,0.939
753,FALSE POSITIVE,1.926353494,0.767,2.5305,185.1,0.013594,0.31425,1.33,0.0292,78.81,1484.0,1146.34,3.95,36.9,6063.0,4.481,-0.52,0.899,0.893
754,FALSE POSITIVE,0.8907373590000001,1.146,1.9257,195.8,0.161113,0.05533,20.57,0.018,30.02,2022.0,3948.43,1.324,37.7,5687.0,4.293,0.12,1.169,0.979
755,CONFIRMED,5.41908491,0.536,2.3379,231.0,0.014334,2.29051,1.38,0.0593,87.99,989.0,225.71,15.26,20.2,5814.0,4.523,-0.18,0.881,0.944
756,CANDIDATE,7.01733571,0.581,3.567,255.5,0.015213999999999998,0.7560399999999999,1.61,0.0712,87.34,984.0,221.46,12.53,15.5,6052.0,4.456,-0.26,0.967,0.974
757,CONFIRMED,6.91134223,0.259,5.6743,201.7,0.01292,0.30165,1.9,0.072,88.37,1086.0,328.65,9.13,44.0,5685.0,4.194,0.24,1.35,1.039
758,CONFIRMED,394.6249514,0.336,24.108,2013.3,0.041298,0.22746999999999998,7.79,1.1088,89.84,325.0,2.65,123.3,234.6,5910.0,4.03,0.14,1.727,1.164
759,CONFIRMED,7.19304935,0.017,3.407,255.3,0.014669,1.60453,1.59,0.0744,89.94,995.0,232.36,16.37,19.0,6185.0,4.4719999999999995,-0.18,0.991,1.06
760,CONFIRMED,86.64764448,0.0,4.2326,7311.6,0.07685,12.03473,9.4,0.3786,90.0,419.0,7.28,168.41,241.9,5522.0,4.323,0.26,1.12,0.963
761,CONFIRMED,36.33750453,0.825,7.06,2828.4,0.054879,0.24809,5.3,0.2137,88.17,513.0,16.36,25.87,96.8,5717.0,4.538,0.0,0.884,0.984
762,CONFIRMED,14.64613058,0.561,5.688,593.5,0.022987,0.42172,2.22,0.1166,88.09,694.0,54.95,16.85,30.0,5717.0,4.538,0.0,0.884,0.984
763,CANDIDATE,148.272013,0.883,4.192,1707.4,0.04452,2.95931,4.3,0.5456,89.66,321.0,2.51,150.9,21.8,5717.0,4.538,0.0,0.884,0.984
764,FALSE POSITIVE,1.5065071719999998,1.226,4.5346,880.9,0.259398,0.02483,13.4,0.0202,31.59,801.0,97.56,1.439,86.7,3755.0,4.774,-0.2,0.473,0.485
765,FALSE POSITIVE,1.634614356,1.229,3.4422,19762.0,0.417475,0.1674,44.22,0.0272,64.64,1611.0,1597.73,2.87,376.5,6121.0,4.468,-0.22,0.97,1.001
766,FALSE POSITIVE,16.025018977000002,13.239,3.8828,29090.0,12.407403,23.188,1069.01,0.1187,78.78,657.0,44.01,68.0,257.8,5776.0,4.582,-0.42,0.789,0.879
767,CONFIRMED,10.50682978,0.407,3.7769,13356.0,0.105491,1.7885900000000001,9.01,0.0895,88.93,668.0,47.21,21.85,343.4,5127.0,4.5889999999999995,0.12,0.782,0.872
768,FALSE POSITIVE,0.711966971,1.268,2.0221,6227.5,0.367816,0.2555,33.34,0.0141,48.11,1855.0,2808.98,1.899,392.2,5486.0,4.47,-0.44,0.83,0.741
769,FALSE POSITIVE,17.72724392,0.825,4.1073,16878.0,0.134419,1.02112,14.77,0.1364,88.16,741.0,71.06,25.69,109.7,6181.0,4.4639999999999995,-0.14,1.006,1.074
770,CANDIDATE,321.2124365,0.873,4.012,2358.6,0.051602999999999996,8.48974,7.25,0.9453,89.86,310.0,2.17,359.0,81.7,6018.0,4.257,0.06,1.286,1.09
771,FALSE POSITIVE,7.13895376,1.199,4.568,254.2,0.213296,0.0061,49.96,0.0807,61.87,1622.0,1635.0,2.54,32.9,7131.0,3.9130000000000003,-0.5,2.145,1.373
772,FALSE POSITIVE,4.4645454,0.808,2.8823,194.3,0.014181000000000001,0.36937,3.07,0.0559,83.64,1601.0,1555.36,7.3,37.6,6093.0,3.91,-0.18,1.985,1.168
773,CONFIRMED,11.29689442,0.634,4.623,198.5,0.013526,0.47935,1.74,0.1033,87.54,907.0,160.18,14.79,20.9,6096.0,4.3580000000000005,0.14,1.176,1.155
774,FALSE POSITIVE,19.30112039,0.862,6.0752,232.3,0.016082,0.11359000000000001,1.66,0.1324,86.22,669.0,47.49,13.08,45.0,5687.0,4.408,-0.3,0.943,0.83
775,FALSE POSITIVE,1.20320092,1.274,1.9197,2807.1,0.33432399999999995,0.15977,49.25,0.0225,56.44,2124.0,4809.16,2.3,250.8,6218.0,4.198,-0.24,1.349,1.045
776,CONFIRMED,5.9687240479999994,0.166,3.651,510.6,0.020737000000000002,1.06053,3.26,0.067,89.25,1251.0,579.9,12.593,107.1,6122.0,4.173,0.02,1.439,1.123
777,FALSE POSITIVE,10.980246199000002,0.733,3.74464,50078.0,0.22397199999999998,1.66524,21.94,0.0917,88.09,821.0,107.47,21.976,1555.4,5952.0,4.462,-0.52,0.897,0.851
778,CONFIRMED,2.1446322380000002,1.228,6.2701,19837.0,0.41534899999999997,0.04677,59.19,0.0334,56.9,1736.0,2146.82,2.249,334.8,6296.0,4.24,-0.16,1.305,1.076
779,FALSE POSITIVE,27.32204488,0.257,5.6716,77474.0,0.255925,2.34763,21.58,0.1682,89.67,531.0,18.81,45.248,3622.7,5620.0,4.592,-0.36,0.772,0.863
780,FALSE POSITIVE,1.152216965,0.811,2.2245,12072.0,0.11375199999999999,0.44883,187.73,0.0326,75.12,5283.0,183811.71,3.158,104.5,5560.0,2.6189999999999998,0.56,15.113,3.468
781,FALSE POSITIVE,5.2972293,0.022,3.799,1210.5,0.030552,0.8954,47.7,0.0726,89.88,2867.0,15961.1,10.99,31.8,4631.0,2.386,-0.04,14.296,1.812
782,CONFIRMED,133.460999,0.249,11.4997,5032.9,0.064443,0.82029,11.21,0.5167,89.84,433.0,8.29,91.8,162.3,5588.0,4.047,0.14,1.593,1.031
783,CONFIRMED,5.188563677,0.179,2.3683,358.7,0.017039,3.31186,1.0,0.0484,89.39,586.0,27.95,16.77,56.4,3980.0,4.7219999999999995,-0.2,0.54,0.56
784,CANDIDATE,15.19423359,0.906,3.106,367.8,0.021228999999999998,0.45024,3.69,0.1214,87.06,893.0,150.25,17.65,18.1,5588.0,4.047,0.14,1.593,1.031
785,FALSE POSITIVE,14.17098745,0.041,3.4804,3070.8,0.049395,3.27042,4.19,0.1068,89.93,608.0,32.22,32.62,93.6,5107.0,4.565,-0.02,0.777,0.807
786,FALSE POSITIVE,31.9734169,1.24,13.262,1414.4,0.285156,0.00468,24.1,0.1876,78.69,442.0,9.01,6.32,62.5,4931.0,4.595,0.28,0.774,0.865
787,CONFIRMED,3.9901059080000003,0.582,2.4108,6154.9,0.074711,1.78404,7.45,0.0493,87.09,1124.0,378.53,11.45,247.8,5926.0,4.519,-0.12,0.913,1.004
788,FALSE POSITIVE,0.52205862,1.24,2.0847,1381.3,0.283326,0.19322999999999999,27.16,0.012,28.22,2022.0,3951.57,1.407,169.0,5359.0,4.478,0.0,0.878,0.847
789,CONFIRMED,10.035381809,0.079,3.4062,2829.7,0.048570999999999996,2.45043,4.42,0.0886,89.81,786.0,90.33,23.541,150.9,5813.0,4.561,-0.28,0.833,0.925
790,FALSE POSITIVE,53.100942624,0.988,2.2868,19981.0,0.226043,14.294770000000002,24.02,0.263,89.56,464.0,10.93,128.679,1108.5,5465.0,4.396,0.0,0.973,0.859
791,FALSE POSITIVE,5.80181368,0.967,4.119,269.6,0.019721000000000002,0.0266,4.52,0.0665,74.49,1491.0,1168.82,3.62,35.3,6020.0,3.86,-0.24,2.097,1.162
792,FALSE POSITIVE,15.6402515,1.167,6.222,800.3,0.200775,0.01299,18.11,0.1123,77.78,640.0,39.55,5.52,19.3,5346.0,4.4910000000000005,-0.24,0.826,0.771
793,FALSE POSITIVE,0.691666384,0.552,1.9603,35.6,0.005640999999999999,0.535,0.58,0.0144,76.6,2031.0,4014.57,2.383,20.8,5687.0,4.408,-0.3,0.943,0.83
794,CONFIRMED,5.62154315,0.742,2.4143,172.3,0.013022,1.11153,1.37,0.0603,86.54,992.0,229.04,12.29,35.3,5637.0,4.439,0.0,0.96,0.924
795,FALSE POSITIVE,1.0741069540000001,0.122,1.9797,64.5,0.007090000000000001,1.20271,0.52,0.0184,88.34,1255.0,588.96,4.186,48.5,4699.0,4.637,0.02,0.676,0.756
796,FALSE POSITIVE,5.117401517,0.683,4.3056,62929.0,0.24703200000000003,0.62253,28.41,0.0609,85.88,1130.0,385.51,9.516,456.6,6161.0,4.454,0.07,1.053,1.15
797,FALSE POSITIVE,4.20233673,0.004,3.6973,45982.0,0.197,1.21068,23.53,0.0524,89.98,1246.0,570.87,10.4164,258.8,6185.0,4.396,-0.04,1.094,1.083
798,CONFIRMED,8.50698069,0.816,2.938,295.5,0.017613,0.6392899999999999,1.9,0.0802,86.53,900.0,155.42,13.47,20.7,5822.0,4.428,-0.1,0.986,0.951
799,FALSE POSITIVE,15.60865244,0.985,6.26,311.4,0.023255,0.011859999999999999,6.17,0.1508,79.38,1419.0,958.55,5.35,46.9,8014.0,3.94,-0.14,2.43,1.874
800,CONFIRMED,0.669310092,0.157,1.6274,131.8,0.010342,1.37509,1.13,0.0149,87.19,1983.0,3643.96,3.1933,75.3,5475.0,4.426,0.34,1.003,0.977
801,FALSE POSITIVE,4.494498254,1.149,1.9742,248.2,0.16713499999999998,0.04845,62.11,0.0624,72.04,1667.0,1824.84,3.73,39.3,5117.0,3.5780000000000003,0.26,3.403,1.598
802,CONFIRMED,44.9306706,0.481,6.539,438.4,0.019559,0.9855799999999999,2.49,0.2654,89.42,565.0,24.17,47.2,33.8,6121.0,4.397,0.36,1.164,1.233
803,CONFIRMED,14.13175309,0.848,4.0136,1033.0,0.033654,0.38335,3.02,0.1106,86.95,675.0,49.18,15.94,40.1,5616.0,4.564,-0.16,0.822,0.907
804,FALSE POSITIVE,1.061934816,1.25,3.2551,437.2,0.270704,0.04411,25.72,0.0202,25.09,1660.0,1789.63,1.38,74.5,5730.0,4.545,-0.06,0.87,0.968
805,CONFIRMED,11.41926141,0.242,3.9908,915.6,0.027481000000000002,1.5102,1.48,0.0795,89.36,419.0,7.32,21.83,58.0,3823.0,4.765,-0.2,0.492,0.513
806,FALSE POSITIVE,5.93821065,1.646,2.5128,522.5,0.664007,0.05583,61.63,0.0626,69.52,996.0,231.93,4.7,33.6,6123.0,4.545,-0.54,0.85,0.924
807,CANDIDATE,268.9410974,0.765,5.4434,9010.2,0.095141,6.7682,13.57,0.8272,89.85,321.0,2.52,295.8,120.4,5798.0,4.224,0.14,1.306,1.041
808,FALSE POSITIVE,0.6550016160000001,1.121,1.8136,271.2,0.139253,0.08753,31.77,0.0168,26.85,3162.0,23595.49,1.257,104.5,6426.0,3.965,0.07,2.089,1.466
809,CANDIDATE,80.9669561,0.007,2.5276,4733.0,0.062648,50.740429999999996,5.04,0.3412,90.0,364.0,4.14,260.0,52.0,5611.0,4.61,-0.5,0.737,0.824
810,CONFIRMED,33.1996355,0.017,5.022,1112.5,0.029606999999999998,2.41276,2.85,0.1894,89.98,485.0,13.09,52.0,32.6,5102.0,4.463,0.18,0.88,0.819
811,FALSE POSITIVE,8.65306587,1.222,4.486,1048.1,0.26101399999999997,0.02659,19.78,0.0726,74.99,633.0,37.94,4.72,43.0,4641.0,4.5889999999999995,-0.12,0.694,0.682
812,CANDIDATE,6.80082032,0.597,1.9883,699.9,0.025016,4.229830000000001,1.88,0.0636,88.43,697.0,55.83,21.79,25.5,4805.0,4.633,-0.06,0.688,0.769
813,CONFIRMED,19.30581662,0.001,4.2902,709.1,0.024066999999999998,2.21548,4.0,0.1428,90.0,815.0,104.41,35.21,36.3,5661.0,4.09,0.16,1.522,1.04
814,FALSE POSITIVE,3.221785738,0.777,3.3411,46379.0,0.220219,0.62408,25.03,0.043,83.62,1357.0,800.37,6.9961,336.4,6250.0,4.4110000000000005,-0.26,1.041,1.013
815,FALSE POSITIVE,0.6243875,1.157,1.9210200000000002,36855.0,0.43634700000000004,0.72365,29.45,0.0122,61.97,1639.0,1693.36,2.4615,628.3,5211.0,4.644,-1.1,0.618,0.612
816,FALSE POSITIVE,18.610092584,1.258,4.98308,50834.0,0.5676899999999999,1.04379,55.23,0.1362,87.3,686.0,52.24,26.735,1309.3,6077.0,4.526,-0.34,0.891,0.974
817,CONFIRMED,13.22175358,0.451,2.7884,876.5,0.027249000000000002,4.04712,2.38,0.1032,89.23,640.0,39.56,33.4,93.6,5211.0,4.556,0.0,0.799,0.838
818,FALSE POSITIVE,1.1375250540000001,1.238,2.68228,18006.0,0.41773699999999997,0.25411,42.74,0.0209,61.46,1746.0,2197.52,2.5904,633.1,5912.0,4.467,-0.24,0.937,0.939
819,FALSE POSITIVE,23.799939273000003,1.137,5.0231900000000005,60186.0,0.495144,1.45325,51.74,0.1616,88.15,637.0,38.92,35.173,2065.8,5934.0,4.473,-0.12,0.957,0.991
820,CONFIRMED,7.16893064,0.573,4.6766,112.8,0.010094,0.34348,1.61,0.0779,86.64,1187.0,469.56,9.77,36.3,6221.0,4.198,0.08,1.458,1.225
821,CANDIDATE,54.325574,0.154,9.86,44.2,0.0061200000000000004,0.46961,0.76,0.2997,89.95,545.0,20.85,41.8,7.7,6343.0,4.4110000000000005,0.07,1.137,1.213
823,FALSE POSITIVE,1.22775877,1.111,2.7545,46148.0,0.427993,0.44766000000000006,48.79,0.0227,70.27,1859.0,2809.86,3.29,292.7,6207.0,4.412,-0.2,1.044,1.021
824,FALSE POSITIVE,40.24649897,0.877,6.0203,159410.0,0.52822,3.04889,97.54,0.2425,89.21,768.0,82.27,63.91,420.9,6594.0,4.051,-0.34,1.691,1.174
825,FALSE POSITIVE,2.27999662,0.739,5.7777,12831.0,0.112311,0.06824,20.74,0.0358,73.84,2000.0,3775.07,2.657,366.8,6594.0,4.051,-0.34,1.691,1.174
826,FALSE POSITIVE,2.48658617,0.079,2.7189,42122.0,0.18645699999999998,1.7492400000000001,24.39,0.0379,89.46,1461.0,1077.69,8.3,91.6,5892.0,4.35,0.48,1.198,1.173
827,CONFIRMED,5.729317577000001,0.597,1.1816,865.4,0.028094,17.18007,2.41,0.06,88.9,850.0,123.03,31.0,59.0,5320.0,4.5889999999999995,-0.06,0.786,0.882
828,CONFIRMED,11.776132317,0.54,2.8971,1430.8,0.035355000000000004,2.81699,2.08,0.0836,88.87,446.0,9.37,27.4,163.5,3980.0,4.7219999999999995,-0.2,0.54,0.56
829,CONFIRMED,11.60908533,0.03,2.2603,489.3,0.019868,8.98583,1.71,0.096,89.96,671.0,48.06,40.0,34.1,5320.0,4.5889999999999995,-0.06,0.786,0.882
830,CANDIDATE,162.0479502,0.663,9.8974,4840.5,0.067347,0.82549,11.52,0.6344,89.64,437.0,8.65,104.64,370.2,6309.0,4.16,0.12,1.567,1.294
831,FALSE POSITIVE,0.530967162,1.167,3.3659,244.9,0.182103,0.1144,23.72,0.0132,12.61,2704.0,12644.75,1.195,125.5,6449.0,4.316,-0.24,1.193,1.069
